"","DATE_hour_week","slope_Temp","slope_Irrad","intercept","minimum"
"1",0,-1.54932209017524,-0.443769825910673,28.5404060339824,4.17349274538002
"2",1,-1.64771839112326,-0.799690630734902,27.6860435742356,3.14232206396625
"3",2,-1.77874151744031,-1.70672835941463,30.9197222493165,1.97274381036727
"4",3,-1.59279824094918,-0.564039262176903,28.4693415818865,2.064560557864
"5",4,-1.86427513341096,-0.34943944850054,28.0693377674845,5.5917965484701
"6",5,-1.97269758326042,-0.108143424816038,28.6478705283815,3.01257502519339
"7",6,-1.48338351370446,-0.0340505112917962,28.5981415527133,3.31184687392006
"8",7,-2.16649138825527,-0.0340425422116798,37.7053657659006,4.12614286305038
"9",8,-2.24620752036572,-0.0169180631637573,43.5174054801464,5.280128210783
"10",9,-1.98699810659481,-0.0325643913671825,45.82058743947,3.13344908882556
"11",10,-1.74616264915126,-0.0266246335691546,45.7964932683827,3.08550947690394
"12",11,-2.00141340244337,-0.0264664733917309,44.5572581897347,5.62066356780155
"13",12,-1.80127368502236,-0.00660703192637616,39.0340480264105,2.44082037761162
"14",13,-1.55426904559135,-0.0131322294473648,40.3786106109619,6.95039866864681
"15",14,-1.81300635635853,-0.0186194628477097,41.6900977343321,1.57868559658527
"16",15,-1.74438247582154,-0.0171499492005339,40.5006393570107,4.44279804788341
"17",16,-1.88498908281326,-0.0375935435295105,38.9263436943293,7.71075569093227
"18",17,-1.92515268398114,-0.0487954843653387,41.8968847998302,3.69246680974676
"19",18,-1.90971640404728,-0.0957373630602796,40.3981191969702,2.62848947403904
"20",19,-1.98650298097564,-0.31954275181087,42.6507666418199,7.22658030759731
"21",20,-2.22141996026039,-1.2209499925375,42.2321437746286,4.49017210304737
"22",21,-2.03183297812939,-1.46280299127102,44.0590453892946,8.70241312682629
"23",22,-2.07078532326029,-0.699950275497927,33.4898128162109,6.97101989496391
"24",23,-2.06961134076118,-1.37250684201717,37.5346442759037,0.273491606116295
"25",24,-2.28227773201996,-1.85289977304197,38.2806406639019,3.45293482746955
"26",25,-2.31832782144967,-0.835521889489986,33.8538483996471,9.97245586840143
"27",26,-2.13269461629281,-1.67516239117633,37.7684168569405,6.54098972431825
"28",27,-2.09216080403717,-1.30237906980942,36.4530635400167,8.10201939207004
"29",28,-2.85778186367977,-0.470708505004978,36.243503585056,4.90897765734034
"30",29,-2.01347300957161,-0.0687280925109179,34.6906169543876,3.44346854920251
"31",30,-2.21644218340462,-0.031149294903756,36.2098296484639,2.08461586381889
"32",31,-2.45879770029192,-0.046384766669297,54.4722173404706,5.30158321015012
"33",32,-2.45587292427702,-0.0275603881500079,48.1973533452571,10.4984040036049
"34",33,-5.23747718334198,-0.0746017843484879,123.633835867047,3.63727654516697
"35",34,-5.18578629460134,-0.0453789169433365,125.935663025585,9.40270677788314
"36",35,-5.39971105558651,-0.0663812767702771,131.689753015456,6.85647340249497
"37",36,-4.61759431218452,-0.0324932826968619,119.811401975282,7.06921375322567
"38",37,-5.13450059382406,-0.0528861727069327,125.34085537852,11.434025871028
"39",38,-4.59774034703144,-0.057554862129164,122.441763531119,5.21711882224853
"40",39,-5.04914765240197,-0.0671512752424491,112.00463813205,3.36879809067222
"41",40,-4.56246510148048,-0.0743051320314407,113.346851691604,7.4955238699913
"42",41,-3.92905305438096,-0.113177708806408,96.4452879799371,9.31951331172304
"43",42,-2.31854895213268,-0.0688161600599268,48.629171199107,8.50129213960347
"44",43,-2.50843642652035,-0.223818019032478,48.4955636560917,3.14661315083504
"45",44,-2.04013245123059,-1.24993807101182,45.0491310386133,2.97119151420396
"46",45,-2.72131730860352,-1.81654376565256,48.2256700280068,4.10216914427779
"47",46,-1.65768605470657,-0.278451710939407,28.7091808766127,4.55699335038662
"48",47,-1.64022155106068,-0.542730391025543,31.9969762265682,6.02450901269913
"49",48,-1.9588869127894,-0.572736338320392,30.6597595880209,2.096794573259
"50",49,-2.30732928216457,-0.876865938305855,31.178578004241,7.35150200128555
"51",50,-2.0470394668787,-0.39488015553527,30.9278746765264,7.89603304717372
"52",51,-2.13716572830362,-0.623039281288849,33.7605594825661,6.53324609936679
"53",52,-1.96523487966512,-0.37269229523251,32.0326427916426,3.0687183883274
"54",53,-1.79773647412004,-0.143291794542331,32.9777361574738,6.36999008821694
"55",54,-2.0574229855755,-0.0344334636874015,32.0386108182793,2.15763444213972
"56",55,-2.19377715401131,-0.058529933603932,46.571846296902,2.3295570281994
"57",56,-2.15361236505951,-0.0219373902155879,49.4636639578178,1.77702040434815
"58",57,-6.16863320063821,-0.0935197622025023,135.087176769354,18.4298799609324
"59",58,-6.0799261410125,-0.0464815229085544,130.959985772092,11.6436712138411
"60",59,-5.78347745537758,-0.0427477955818176,125.409747123718,13.1014631539583
"61",60,-5.8166856020689,-0.0295454561710358,120.481492042542,13.767703011632
"62",61,-5.78540185852712,-0.0431568934691397,122.523758177613,11.036559295461
"63",62,-5.44049796233248,-0.0170494323758852,119.678630427521,16.6640224378234
"64",63,-5.02635054311781,-0.106516952842491,126.793504675246,13.4313088221327
"65",64,-4.77290637791157,-0.120170801877975,117.638858735561,7.02527864277363
"66",65,-4.60581097006798,-0.0942131876945496,94.4439311474562,10.0532906800508
"67",66,-2.36380834187692,-0.0877341603908527,55.7046282473411,1.09697565293948
"68",67,-2.50586615328452,-0.417811683171647,54.5083916827876,9.59761274702512
"69",68,-2.58108763281108,-0.686541281978449,51.7760079592466,1.87824866776207
"70",69,-2.65730043987997,-3.00452034864544,53.4387638379239,2.96844009255389
"71",70,-2.06150466511259,-0.378261933919649,37.1684647939504,5.32633244922999
"72",71,-2.611689701301,-3.42258716441038,42.3033457021516,2.96951844321976
"73",72,-2.01152740014952,-1.05443586960187,35.8957589811072,2.9602168378876
"74",73,-2.63957479596138,-2.11959613859653,40.1519470512867,1.61629448831081
"75",74,-2.30897902927813,-0.986325181226727,38.9678762121345,6.35011481316333
"76",75,-2.87072239553948,-1.22172243083058,39.6980160832788,4.83693921861197
"77",76,-2.79106020942191,-0.0132155278215784,35.8617437845712,6.61152666046648
"78",77,-2.59930751941725,-0.0609124451950747,37.6298533757767,2.35020445423625
"79",78,-2.23371554911137,-0.0320081859827042,39.8752827942371,7.26495556533337
"80",79,-2.3565280510946,-0.0334859753171747,46.0314521428147,0.740232401790234
"81",80,-3.12468501767106,-0.0105960446273819,57.9107091389024,10.7683954835048
"82",81,-5.48627707362175,-0.128035038709641,138.616634592414,4.61359007656574
"83",82,-5.39593725229091,-0.0324750543060256,124.359014007923,12.9476903530303
"84",83,-5.63835736250831,-0.00626354705545279,117.16718457737,8.58371637706693
"85",84,-4.96097438150806,-0.0322857756636632,125.987566195942,13.5526938968961
"86",85,-5.046778805801,-0.0371774287949983,121.279592219291,10.4241247984569
"87",86,-5.04247699671968,-0.0496475362365874,120.217475810076,13.8811682428446
"88",87,-4.95593513548374,-0.148240059614182,127.322333991528,14.1832401305437
"89",88,-5.15178455412388,-0.160217106342316,120.978653892875,11.0515779256821
"90",89,-4.26464360952377,-0.311970338225365,98.2780306041241,9.10503254830837
"91",90,-2.43033996663478,-0.325322017853172,58.8878165141999,4.85710768014696
"92",91,-2.85178957601475,-0.430239180446381,53.6162296158559,2.87453704888593
"93",92,-3.04157528281212,-0.746970534324646,55.7202451378107,3.19072194397449
"94",93,-2.47669672966003,-2.5995217114687,51.0614039301872,4.98881283402443
"95",94,-1.8943338618987,-0.525108740712773,35.6183268838138,0.149359834147617
"96",95,-2.13507591571142,-1.24323177210523,37.0747408919252,6.51008133953353
"97",96,-2.37791563041358,-0.0703662380745467,37.5360898939376,3.87904858211355
"98",97,-2.44343229643589,-0.933519093814769,38.1157535097137,5.89642887886866
"99",98,-2.24412399530411,-0.881630018353462,37.1781056076288,1.83647090196609
"100",99,-2.36745263303875,-0.980829301209631,39.7193750829173,7.32386789766194
"101",100,-2.32872045839847,-0.257448212365388,40.233315374836,7.2944694018491
"102",101,-2.21860842857226,-0.0703973685899597,37.7361334349938,7.60165436736428
