Year;Month;Day_Month;Hour_Day;Week_Day;Holiday;Temperature;Solar.Irradiation;Power
2019;1;1;0;TUE;YES;-1.15;4.21;27.5
2019;1;1;1;TUE;YES;-0.94;4.23;30
2019;1;1;2;TUE;YES;-0.8;4.13;26.6
2019;1;1;3;TUE;YES;-0.6;4.04;26.9
2019;1;1;4;TUE;YES;-0.1;4.93;28.4
2019;1;1;5;TUE;YES;-0.12;5.11;26.5
2019;1;1;6;TUE;YES;0.14;4.7;30.2
2019;1;1;7;TUE;YES;0.39;4.4;60.4
2019;1;1;8;TUE;YES;0.51;4.72;39.7
2019;1;1;9;TUE;YES;0.68;8.77;35.4
2019;1;1;10;TUE;YES;1.01;22.71;33.7
2019;1;1;11;TUE;YES;1.43;28.42;32.8
2019;1;1;12;TUE;YES;1.81;40;32.5
2019;1;1;13;TUE;YES;1.99;43.24;35
2019;1;1;14;TUE;YES;2.19;15.66;35.9
2019;1;1;15;TUE;YES;2.32;5.74;36.1
2019;1;1;16;TUE;YES;2.3;2.83;33.1
2019;1;1;17;TUE;YES;2.36;1.9;32.2
2019;1;1;18;TUE;YES;2.25;2.25;36.4
2019;1;1;19;TUE;YES;2.11;2.25;33.2
2019;1;1;20;TUE;YES;1.98;2.24;31.8
2019;1;1;21;TUE;YES;1.76;1.67;33.1
2019;1;1;22;TUE;YES;1.62;1.56;25.2
2019;1;1;23;TUE;YES;1.71;1.4;23.7
2019;1;2;0;WED;NO;1.67;2.2;29.7
2019;1;2;1;WED;NO;1.8;3.15;25.6
2019;1;2;2;WED;NO;1.8;3.31;26.8
2019;1;2;3;WED;NO;1.23;2.92;30.1
2019;1;2;4;WED;NO;0.77;3.52;28.6
2019;1;2;5;WED;NO;0.58;3.55;27.7
2019;1;2;6;WED;NO;0.35;3.56;27.9
2019;1;2;7;WED;NO;0.31;3.13;44.6
2019;1;2;8;WED;NO;0.32;3.92;36.3
2019;1;2;9;WED;NO;0.25;13.73;35.5
2019;1;2;10;WED;NO;0.42;26.82;36.9
2019;1;2;11;WED;NO;0.33;51.22;43.2
2019;1;2;12;WED;NO;0.14;38.76;33.2
2019;1;2;13;WED;NO;-0.23;46.49;33.6
2019;1;2;14;WED;NO;-1.13;22.3;38.6
2019;1;2;15;WED;NO;-1.53;8.14;38.4
2019;1;2;16;WED;NO;-1.78;2.34;44.3
2019;1;2;17;WED;NO;-2.13;1.38;39.3
2019;1;2;18;WED;NO;-2.31;1.03;38.8
2019;1;2;19;WED;NO;-2.64;1.18;39.8
2019;1;2;20;WED;NO;-2.94;1.49;42
2019;1;2;21;WED;NO;-3.33;1.36;35.8
2019;1;2;22;WED;NO;-3.67;1.68;32.8
2019;1;2;23;WED;NO;-3.55;2.4;31.8
2019;1;3;0;THU;NO;-3.88;4.09;29
2019;1;3;1;THU;NO;-4.1;4.76;32.1
2019;1;3;2;THU;NO;-4.38;4.94;32.8
2019;1;3;3;THU;NO;-4.42;5.55;32.6
2019;1;3;4;THU;NO;-4.54;5.53;34.9
2019;1;3;5;THU;NO;-4.54;5.45;38.4
2019;1;3;6;THU;NO;-4.36;5.22;34.2
2019;1;3;7;THU;NO;-4.37;4.77;62
2019;1;3;8;THU;NO;-4.37;4.81;46.3
2019;1;3;9;THU;NO;-4.32;10.57;43.8
2019;1;3;10;THU;NO;-4.25;33.52;40.2
2019;1;3;11;THU;NO;-4.34;36.51;42.4
2019;1;3;12;THU;NO;-4.22;49.86;43.1
2019;1;3;13;THU;NO;-4.3;35.16;42.8
2019;1;3;14;THU;NO;-4.58;21.21;42.6
2019;1;3;15;THU;NO;-4.84;6.15;40.2
2019;1;3;16;THU;NO;-4.98;2.88;44.5
2019;1;3;17;THU;NO;-5.33;2.21;41.5
2019;1;3;18;THU;NO;-5.52;1.69;40.3
2019;1;3;19;THU;NO;-5.35;1.34;44.8
2019;1;3;20;THU;NO;-5.44;2.7;37.8
2019;1;3;21;THU;NO;-5.47;2.15;40.2
2019;1;3;22;THU;NO;-5.3;2.76;31.9
2019;1;3;23;THU;NO;-5.32;2.66;33.5
2019;1;4;0;FRI;NO;-5.39;4.91;38.2
2019;1;4;1;FRI;NO;-5.45;4.77;31.6
2019;1;4;2;FRI;NO;-5.45;5.07;39.2
2019;1;4;3;FRI;NO;-5.53;5.16;39.3
2019;1;4;4;FRI;NO;-5.82;5.11;38.8
2019;1;4;5;FRI;NO;-6.17;5.3;35.6
2019;1;4;6;FRI;NO;-6.4;4.87;40.1
2019;1;4;7;FRI;NO;-6.66;4.98;72.2
2019;1;4;8;FRI;NO;-6.9;5.82;38.3
2019;1;4;9;FRI;NO;-6.89;13.17;41.9
2019;1;4;10;FRI;NO;-6.51;34.05;41.6
2019;1;4;11;FRI;NO;-6.4;53.85;45.4
2019;1;4;12;FRI;NO;-5.78;59.7;38
2019;1;4;13;FRI;NO;-5.06;38.54;39.5
2019;1;4;14;FRI;NO;-4.79;19.82;48
2019;1;4;15;FRI;NO;-4.69;4.52;40.5
2019;1;4;16;FRI;NO;-4.62;2.24;36.1
2019;1;4;17;FRI;NO;-4.58;2.05;34.9
2019;1;4;18;FRI;NO;-4.43;0.99;44.3
2019;1;4;19;FRI;NO;-4.22;1.33;36.1
2019;1;4;20;FRI;NO;-4.02;0.43;36.5
2019;1;4;21;FRI;NO;-3.85;0.3;37.9
2019;1;4;22;FRI;NO;-3.78;0.39;33.5
2019;1;4;23;FRI;NO;-3.69;0.89;30.6
2019;1;5;0;SAT;NO;-3.65;0.68;29.9
2019;1;5;1;SAT;NO;-4.16;1.2;28.7
2019;1;5;2;SAT;NO;-4.89;1.05;34.9
2019;1;5;3;SAT;NO;-5.22;1.81;35.1
2019;1;5;4;SAT;NO;-5.57;2.13;33.7
2019;1;5;5;SAT;NO;-5.88;2.4;34.8
2019;1;5;6;SAT;NO;-6.08;2.57;38.7
2019;1;5;7;SAT;NO;-6.47;2.58;72.9
2019;1;5;8;SAT;NO;-6.82;2.88;41.3
2019;1;5;9;SAT;NO;-6.73;10.56;42.6
2019;1;5;10;SAT;NO;-6.58;29.01;46.7
2019;1;5;11;SAT;NO;-6.38;41.02;40.1
2019;1;5;12;SAT;NO;-6.04;69.78;41.5
2019;1;5;13;SAT;NO;-5.93;46.34;40.8
2019;1;5;14;SAT;NO;-6.2;31.35;40.1
2019;1;5;15;SAT;NO;-6.53;6.04;39.9
2019;1;5;16;SAT;NO;-7.28;0.11;45.9
2019;1;5;17;SAT;NO;-7.57;0.15;47
2019;1;5;18;SAT;NO;-7.67;0.23;46.9
2019;1;5;19;SAT;NO;-8.36;0.48;43.8
2019;1;5;20;SAT;NO;-9.15;1.12;43.9
2019;1;5;21;SAT;NO;-8.91;0.87;48.5
2019;1;5;22;SAT;NO;-8.84;0;37.6
2019;1;5;23;SAT;NO;-8.99;0.06;37.9
2019;1;6;0;SUN;NO;-8.57;0.52;41.5
2019;1;6;1;SUN;NO;-8.22;0.36;41.6
2019;1;6;2;SUN;NO;-8.03;0.7;45.3
2019;1;6;3;SUN;NO;-7.59;2.1;42.4
2019;1;6;4;SUN;NO;-7.3;2.63;45.1
2019;1;6;5;SUN;NO;-7.77;2.29;44
2019;1;6;6;SUN;NO;-9.64;2.67;47
2019;1;6;7;SUN;NO;-9.07;2.83;73.7
2019;1;6;8;SUN;NO;-8.74;3.47;47.7
2019;1;6;9;SUN;NO;-8.3;12.03;46.4
2019;1;6;10;SUN;NO;-8.2;33.4;46.1
2019;1;6;11;SUN;NO;-7.67;43.21;42
2019;1;6;12;SUN;NO;-7.16;44.03;46.9
2019;1;6;13;SUN;NO;-6.81;41.4;43.9
2019;1;6;14;SUN;NO;-6.46;22.93;47.8
2019;1;6;15;SUN;NO;-6.12;3.66;42.7
2019;1;6;16;SUN;NO;-6.06;0.65;42.4
2019;1;6;17;SUN;NO;-5.92;0.51;40.2
2019;1;6;18;SUN;NO;-5.87;0.06;42.3
2019;1;6;19;SUN;NO;-5.77;0.14;45.1
2019;1;6;20;SUN;NO;-5.68;0.15;45.2
2019;1;6;21;SUN;NO;-5.7;0.1;44.1
2019;1;6;22;SUN;NO;-5.79;1.16;34.1
2019;1;6;23;SUN;NO;-5.86;2.06;33.7
2019;1;7;0;MON;NO;-5.8;2.21;37.3
2019;1;7;1;MON;NO;-5.68;3.15;39.1
2019;1;7;2;MON;NO;-5.69;3.04;34.3
2019;1;7;3;MON;NO;-5.64;3.16;33.9
2019;1;7;4;MON;NO;-5.74;3.25;35.7
2019;1;7;5;MON;NO;-5.82;3.34;38.6
2019;1;7;6;MON;NO;-5.61;2.96;36.6
2019;1;7;7;MON;NO;-5.39;2.53;62.6
2019;1;7;8;MON;NO;-5.06;3.06;52.1
2019;1;7;9;MON;NO;-5.16;13.62;111.8
2019;1;7;10;MON;NO;-5.18;35.9;120.1
2019;1;7;11;MON;NO;-4.83;34.75;116.3
2019;1;7;12;MON;NO;-4.56;35.85;119.4
2019;1;7;13;MON;NO;-4.5;20.78;119.2
2019;1;7;14;MON;NO;-4.36;24.03;118.5
2019;1;7;15;MON;NO;-4.27;6.17;123.5
2019;1;7;16;MON;NO;-4.26;3.05;111.5
2019;1;7;17;MON;NO;-3.79;1.59;82.7
2019;1;7;18;MON;NO;-3.28;0.75;55.7
2019;1;7;19;MON;NO;-3.1;0.44;50.1
2019;1;7;20;MON;NO;-3;0.42;51.2
2019;1;7;21;MON;NO;-3.01;0.58;50.8
2019;1;7;22;MON;NO;-2.94;0.4;29.2
2019;1;7;23;MON;NO;-2.84;0.25;27.2
2019;1;8;0;TUE;NO;-2.78;1.45;31
2019;1;8;1;TUE;NO;-2.93;2.94;31.7
2019;1;8;2;TUE;NO;-2.96;3.18;35.4
2019;1;8;3;TUE;NO;-2.99;3.45;36.1
2019;1;8;4;TUE;NO;-3.11;4.35;32.5
2019;1;8;5;TUE;NO;-3.25;4.39;31.8
2019;1;8;6;TUE;NO;-3.14;3.8;32.2
2019;1;8;7;TUE;NO;-2.93;3.44;70.6
2019;1;8;8;TUE;NO;-2.98;1.69;47.2
2019;1;8;9;TUE;NO;-3.26;9.73;134.3
2019;1;8;10;TUE;NO;-3.01;33.54;130.8
2019;1;8;11;TUE;NO;-2.43;57.59;118.2
2019;1;8;12;TUE;NO;-2.27;64.67;116.7
2019;1;8;13;TUE;NO;-2.34;56.77;121.4
2019;1;8;14;TUE;NO;-2.31;31.89;115
2019;1;8;15;TUE;NO;-2.35;8.14;116.6
2019;1;8;16;TUE;NO;-2.32;0.13;121.1
2019;1;8;17;TUE;NO;-2.3;0.07;99.1
2019;1;8;18;TUE;NO;-2.36;0.26;65.8
2019;1;8;19;TUE;NO;-2.61;0.04;48.8
2019;1;8;20;TUE;NO;-2.97;0.09;47.6
2019;1;8;21;TUE;NO;-3.33;0;48.5
2019;1;8;22;TUE;NO;-3.67;0.12;31
2019;1;8;23;TUE;NO;-4.04;0.76;34.5
2019;1;9;0;WED;NO;-4;1.22;32.4
2019;1;9;1;WED;NO;-4.19;1.89;32.5
2019;1;9;2;WED;NO;-4.32;1.65;35.1
2019;1;9;3;WED;NO;-4.51;1.96;31.6
2019;1;9;4;WED;NO;-4.6;1.42;33.6
2019;1;9;5;WED;NO;-4.68;1.96;32.8
2019;1;9;6;WED;NO;-4.85;1.95;31.8
2019;1;9;7;WED;NO;-4.89;1.39;66.5
2019;1;9;8;WED;NO;-5;0.54;51.6
2019;1;9;9;WED;NO;-4.99;9.17;115.2
2019;1;9;10;WED;NO;-5.04;44.14;132.1
2019;1;9;11;WED;NO;-4.92;44.91;135.7
2019;1;9;12;WED;NO;-4.78;21.27;128.3
2019;1;9;13;WED;NO;-4.9;26.05;126.6
2019;1;9;14;WED;NO;-5.03;13.85;127.3
2019;1;9;15;WED;NO;-4.98;3.18;127.6
2019;1;9;16;WED;NO;-4.95;0.18;113.5
2019;1;9;17;WED;NO;-5.11;0.5;127.4
2019;1;9;18;WED;NO;-5.23;0.47;51.7
2019;1;9;19;WED;NO;-5.12;0.59;49.4
2019;1;9;20;WED;NO;-5.05;0.4;50.6
2019;1;9;21;WED;NO;-5.15;0.46;51.5
2019;1;9;22;WED;NO;-5.15;0.18;32.9
2019;1;9;23;WED;NO;-5.16;0.5;33.2
2019;1;10;0;THU;NO;-5.24;1.28;37.2
2019;1;10;1;THU;NO;-5.23;1.67;37.4
2019;1;10;2;THU;NO;-5.25;1.62;40
2019;1;10;3;THU;NO;-5.41;1.77;37.3
2019;1;10;4;THU;NO;-5.6;2.57;37
2019;1;10;5;THU;NO;-5.69;2.46;34.7
2019;1;10;6;THU;NO;-5.79;3.06;33.9
2019;1;10;7;THU;NO;-5.86;2.46;60.9
2019;1;10;8;THU;NO;-5.8;2.21;57.7
2019;1;10;9;THU;NO;-5.74;5.79;198.2
2019;1;10;10;THU;NO;-5.64;17.05;141
2019;1;10;11;THU;NO;-5.03;24.9;130.4
2019;1;10;12;THU;NO;-4.59;25.94;132.6
2019;1;10;13;THU;NO;-4.74;26.64;196.5
2019;1;10;14;THU;NO;-4.87;19.88;171.5
2019;1;10;15;THU;NO;-4.94;5.63;178.2
2019;1;10;16;THU;NO;-4.58;0.33;172.7
2019;1;10;17;THU;NO;-4.91;0.67;142
2019;1;10;18;THU;NO;-4.96;1;79.1
2019;1;10;19;THU;NO;-4.89;0.44;75.5
2019;1;10;20;THU;NO;-5.06;0.3;75.8
2019;1;10;21;THU;NO;-5.2;0.14;77
2019;1;10;22;THU;NO;-5.35;0.61;56
2019;1;10;23;THU;NO;-5.43;1.01;54.9
2019;1;11;0;FRI;NO;-5.66;1.67;54.2
2019;1;11;1;FRI;NO;-6.01;1.76;55.8
2019;1;11;2;FRI;NO;-5.91;1.84;58.9
2019;1;11;3;FRI;NO;-5.62;2.2;56.3
2019;1;11;4;FRI;NO;-5.22;2.45;60
2019;1;11;5;FRI;NO;-5.05;2.89;61.3
2019;1;11;6;FRI;NO;-4.94;2.77;58.4
2019;1;11;7;FRI;NO;-4.88;2.66;77.3
2019;1;11;8;FRI;NO;-4.56;2.86;77.9
2019;1;11;9;FRI;NO;-4.37;10.86;206.4
2019;1;11;10;FRI;NO;-3.86;35.94;171.2
2019;1;11;11;FRI;NO;-3.41;47.53;163.4
2019;1;11;12;FRI;NO;-3.5;50.68;166.6
2019;1;11;13;FRI;NO;-3.1;38.57;172.3
2019;1;11;14;FRI;NO;-2.82;14.63;163.8
2019;1;11;15;FRI;NO;-2.58;4.9;153.1
2019;1;11;16;FRI;NO;-2.34;2.77;154.8
2019;1;11;17;FRI;NO;-2.25;2.63;135.2
2019;1;11;18;FRI;NO;-2.02;2.69;66
2019;1;11;19;FRI;NO;-1.66;2.69;77.8
2019;1;11;20;FRI;NO;-1.9;2.32;67
2019;1;11;21;FRI;NO;-2.05;1.07;70.4
2019;1;11;22;FRI;NO;-1.85;0.1;49.1
2019;1;11;23;FRI;NO;-1.12;0.86;46.9
2019;1;12;0;SAT;NO;-1.13;0.29;47.5
2019;1;12;1;SAT;NO;-1.29;2.17;54.5
2019;1;12;2;SAT;NO;-1.29;2.27;48.2
2019;1;12;3;SAT;NO;-1.07;1.8;53.4
2019;1;12;4;SAT;NO;-1.73;1.76;47.1
2019;1;12;5;SAT;NO;-2.32;1.99;55.5
2019;1;12;6;SAT;NO;-2.39;1.51;54.9
2019;1;12;7;SAT;NO;-2.71;1.51;77.2
2019;1;12;8;SAT;NO;-3.01;3.56;66.6
2019;1;12;9;SAT;NO;-3.08;27.52;63.8
2019;1;12;10;SAT;NO;-2.84;81.12;63.4
2019;1;12;11;SAT;NO;-2.32;153.35;61.1
2019;1;12;12;SAT;NO;-1.37;158.34;58
2019;1;12;13;SAT;NO;-0.63;115.46;55.6
2019;1;12;14;SAT;NO;-0.57;49.33;60.8
2019;1;12;15;SAT;NO;-1.35;7.73;60.6
2019;1;12;16;SAT;NO;-1.98;0.54;61.1
2019;1;12;17;SAT;NO;-2.57;0.27;65
2019;1;12;18;SAT;NO;-2.98;0.32;67.2
2019;1;12;19;SAT;NO;-2.82;0.08;59.1
2019;1;12;20;SAT;NO;-2.85;0.06;61.2
2019;1;12;21;SAT;NO;-2.63;0.21;62
2019;1;12;22;SAT;NO;-2.96;0.55;35.2
2019;1;12;23;SAT;NO;-3.21;0.62;44.5
2019;1;13;0;SUN;NO;-3.25;1.42;44
2019;1;13;1;SUN;NO;-3.38;1.55;42.4
2019;1;13;2;SUN;NO;-3.05;1.62;41.1
2019;1;13;3;SUN;NO;-2.8;1.95;43.9
2019;1;13;4;SUN;NO;-3.01;2.31;38.3
2019;1;13;5;SUN;NO;-2.88;2.12;40
2019;1;13;6;SUN;NO;-2.62;1.72;44.8
2019;1;13;7;SUN;NO;-2.39;1.73;60.7
2019;1;13;8;SUN;NO;-2.09;2.08;57.7
2019;1;13;9;SUN;NO;-1.89;13.8;59.4
2019;1;13;10;SUN;NO;-1.84;24.69;60
2019;1;13;11;SUN;NO;-1.78;32.94;57.2
2019;1;13;12;SUN;NO;-1.57;39.22;55
2019;1;13;13;SUN;NO;-1.52;38.42;53
2019;1;13;14;SUN;NO;-1.5;34.79;53.7
2019;1;13;15;SUN;NO;-1.81;8.56;53.6
2019;1;13;16;SUN;NO;-1.8;0.22;57.3
2019;1;13;17;SUN;NO;-1.83;0.11;58.1
2019;1;13;18;SUN;NO;-1.91;0.02;56.6
2019;1;13;19;SUN;NO;-2;0.04;55.8
2019;1;13;20;SUN;NO;-1.96;0.32;61
2019;1;13;21;SUN;NO;-1.81;0.02;54.2
2019;1;13;22;SUN;NO;-1.71;0.08;43.7
2019;1;13;23;SUN;NO;-1.55;0.3;46.3
2019;1;14;0;MON;NO;-1.14;0.55;47.9
2019;1;14;1;MON;NO;-0.43;0.91;49.2
2019;1;14;2;MON;NO;-0.13;0.76;42.4
2019;1;14;3;MON;NO;0;0.78;48.6
2019;1;14;4;MON;NO;0.05;1.1;48.5
2019;1;14;5;MON;NO;0.07;1.21;48.9
2019;1;14;6;MON;NO;0.17;1.5;47.6
2019;1;14;7;MON;NO;0.42;1.31;65.3
2019;1;14;8;MON;NO;0.45;1.42;56.6
2019;1;14;9;MON;NO;0.39;12.31;108.3
2019;1;14;10;MON;NO;0.34;49.05;110.2
2019;1;14;11;MON;NO;0.41;59.44;126.6
2019;1;14;12;MON;NO;0.33;34.1;118.8
2019;1;14;13;MON;NO;0.29;92.56;128.2
2019;1;14;14;MON;NO;0.36;38.77;117.6
2019;1;14;15;MON;NO;0.16;10.3;121.3
2019;1;14;16;MON;NO;-0.03;1.04;126.6
2019;1;14;17;MON;NO;-0.68;0.75;107.9
2019;1;14;18;MON;NO;-1.68;0.63;53.3
2019;1;14;19;MON;NO;-2.39;0.45;62.2
2019;1;14;20;MON;NO;-2.83;0.03;57.4
2019;1;14;21;MON;NO;-3.02;0.06;55.4
2019;1;14;22;MON;NO;-3.51;0;33.5
2019;1;14;23;MON;NO;-3.84;0.31;45.1
2019;1;15;0;TUE;NO;-4.07;1.13;38.8
2019;1;15;1;TUE;NO;-4.49;3.34;39.4
2019;1;15;2;TUE;NO;-4.68;3.96;42.3
2019;1;15;3;TUE;NO;-4.94;3.83;42.1
2019;1;15;4;TUE;NO;-5.39;4.05;45.5
2019;1;15;5;TUE;NO;-5.59;4.2;54
2019;1;15;6;TUE;NO;-5.77;3.81;42
2019;1;15;7;TUE;NO;-5.95;2.54;66.7
2019;1;15;8;TUE;NO;-6.04;3.31;62.3
2019;1;15;9;TUE;NO;-5.99;15.45;179.3
2019;1;15;10;TUE;NO;-5.97;35.36;173.4
2019;1;15;11;TUE;NO;-5.84;84.01;167.8
2019;1;15;12;TUE;NO;-5.76;67.68;173
2019;1;15;13;TUE;NO;-5.89;69;161.4
2019;1;15;14;TUE;NO;-5.93;43.93;167.9
2019;1;15;15;TUE;NO;-5.96;11.12;178.4
2019;1;15;16;TUE;NO;-6.3;1.92;191.9
2019;1;15;17;TUE;NO;-6.01;2.82;156
2019;1;15;18;TUE;NO;-5.82;2.54;95
2019;1;15;19;TUE;NO;-5.46;2.15;74.9
2019;1;15;20;TUE;NO;-5.01;2.36;75
2019;1;15;21;TUE;NO;-4.71;1.82;74.7
2019;1;15;22;TUE;NO;-4.5;2.05;48.3
2019;1;15;23;TUE;NO;-4.27;2.28;46.5
2019;1;16;0;WED;NO;-4.18;3.34;52.7
2019;1;16;1;WED;NO;-4.09;3.6;53.2
2019;1;16;2;WED;NO;-3.96;3.68;50.2
2019;1;16;3;WED;NO;-3.88;3.41;46.7
2019;1;16;4;WED;NO;-3.83;4.01;47.6
2019;1;16;5;WED;NO;-3.74;3.93;53.9
2019;1;16;6;WED;NO;-3.69;3.95;49.6
2019;1;16;7;WED;NO;-3.76;3.88;59.2
2019;1;16;8;WED;NO;-3.82;4.31;74.4
2019;1;16;9;WED;NO;-3.94;10.15;172
2019;1;16;10;WED;NO;-4.29;30.93;166.4
2019;1;16;11;WED;NO;-4.65;60.42;169.6
2019;1;16;12;WED;NO;-4.77;97.68;167.1
2019;1;16;13;WED;NO;-4.98;73.55;160.1
2019;1;16;14;WED;NO;-5.12;64.22;173.6
2019;1;16;15;WED;NO;-5.54;26.02;178.1
2019;1;16;16;WED;NO;-5.9;3.18;185.1
2019;1;16;17;WED;NO;-6.17;2.78;155.9
2019;1;16;18;WED;NO;-5.51;3.08;79.8
2019;1;16;19;WED;NO;-4.84;2.6;78.2
2019;1;16;20;WED;NO;-5.13;2.1;76.4
2019;1;16;21;WED;NO;-5.61;2.22;73.3
2019;1;16;22;WED;NO;-5.19;2.92;55.3
2019;1;16;23;WED;NO;-4.97;2.79;49.9
2019;1;17;0;THU;NO;-5.26;3.99;57.2
2019;1;17;1;THU;NO;-4.64;4.91;53.7
2019;1;17;2;THU;NO;-3.55;4.8;54.9
2019;1;17;3;THU;NO;-2.4;4.33;50.9
2019;1;17;4;THU;NO;-0.71;4.35;51.2
2019;1;17;5;THU;NO;0.22;3.93;41.2
2019;1;17;6;THU;NO;1.08;3.73;51.9
2019;1;17;7;THU;NO;1.95;3.28;47.5
2019;1;17;8;THU;NO;2.5;4.4;59.1
2019;1;17;9;THU;NO;2.71;19.02;131.7
2019;1;17;10;THU;NO;2.82;40.86;124.1
2019;1;17;11;THU;NO;2.83;63.71;127
2019;1;17;12;THU;NO;2.68;58.35;118.4
2019;1;17;13;THU;NO;2.11;46.74;118.5
2019;1;17;14;THU;NO;1.37;25.14;116.6
2019;1;17;15;THU;NO;0.94;11.95;122.3
2019;1;17;16;THU;NO;0.79;2.93;128.4
2019;1;17;17;THU;NO;0.43;2.18;101.4
2019;1;17;18;THU;NO;0.06;2.29;65
2019;1;17;19;THU;NO;-0.41;1.78;57.6
2019;1;17;20;THU;NO;-1.04;1.5;83.2
2019;1;17;21;THU;NO;-1.69;1.54;66.9
2019;1;17;22;THU;NO;-2.33;2.53;44.4
2019;1;17;23;THU;NO;-2.86;2.86;53.4
2019;1;18;0;FRI;NO;-3.88;3.46;57
2019;1;18;1;FRI;NO;-4.69;4.26;49.8
2019;1;18;2;FRI;NO;-5.13;4.64;51.1
2019;1;18;3;FRI;NO;-5.26;4.73;53.3
2019;1;18;4;FRI;NO;-5.78;4.24;52.4
2019;1;18;5;FRI;NO;-6.46;4.04;65.3
2019;1;18;6;FRI;NO;-7.2;3.73;62.1
2019;1;18;7;FRI;NO;-7.61;3.75;74.7
2019;1;18;8;FRI;NO;-8.11;4.88;85.3
2019;1;18;9;FRI;NO;-8.05;49.27;191.1
2019;1;18;10;FRI;NO;-7.25;72.31;178.4
2019;1;18;11;FRI;NO;-6.05;65.26;168.4
2019;1;18;12;FRI;NO;-5.03;80.03;169.3
2019;1;18;13;FRI;NO;-4.42;113.66;167.4
2019;1;18;14;FRI;NO;-4.33;58.47;159.3
2019;1;18;15;FRI;NO;-3.79;25.74;168.8
2019;1;18;16;FRI;NO;-4.29;0.86;166.8
2019;1;18;17;FRI;NO;-4.27;0.62;139.3
2019;1;18;18;FRI;NO;-4.1;0.73;80.2
2019;1;18;19;FRI;NO;-3.68;0.38;76.8
2019;1;18;20;FRI;NO;-3.01;0.59;77.5
2019;1;18;21;FRI;NO;-2.53;0.14;75.5
2019;1;18;22;FRI;NO;-3.38;0.04;56
2019;1;18;23;FRI;NO;-4.67;0.32;49.6
2019;1;19;0;SAT;NO;-5.82;1.33;58.5
2019;1;19;1;SAT;NO;-6.69;2.01;57.9
2019;1;19;2;SAT;NO;-7.46;2.19;62.5
2019;1;19;3;SAT;NO;-7.21;2.64;66.4
2019;1;19;4;SAT;NO;-7.43;2.69;59.3
2019;1;19;5;SAT;NO;-7.77;2.89;56.1
2019;1;19;6;SAT;NO;-7.68;2.98;61.7
2019;1;19;7;SAT;NO;-7.77;2.6;81.9
2019;1;19;8;SAT;NO;-7.15;4.22;71.9
2019;1;19;9;SAT;NO;-6.22;23.42;70.9
2019;1;19;10;SAT;NO;-5.68;54.87;65.9
2019;1;19;11;SAT;NO;-4.88;69.78;64.4
2019;1;19;12;SAT;NO;-3.84;88.25;55.1
2019;1;19;13;SAT;NO;-2.8;63.12;64
2019;1;19;14;SAT;NO;-2.42;53.45;56.6
2019;1;19;15;SAT;NO;-2.52;20.52;53.4
2019;1;19;16;SAT;NO;-2.67;1.19;57.8
2019;1;19;17;SAT;NO;-2.95;0.18;68.7
2019;1;19;18;SAT;NO;-2.99;0.08;55.7
2019;1;19;19;SAT;NO;-2.37;0.26;55.2
2019;1;19;20;SAT;NO;-1.96;0.36;54.9
2019;1;19;21;SAT;NO;-2.29;0.32;64.3
2019;1;19;22;SAT;NO;-1.79;0.21;42
2019;1;19;23;SAT;NO;-1.79;1.24;37.8
2019;1;20;0;SUN;NO;-1.28;1.07;41.5
2019;1;20;1;SUN;NO;-1.02;1.05;32.2
2019;1;20;2;SUN;NO;-1.38;2.11;40
2019;1;20;3;SUN;NO;-2.06;2.15;36.3
2019;1;20;4;SUN;NO;-2.73;2.28;39.2
2019;1;20;5;SUN;NO;-3.16;2.56;37.9
2019;1;20;6;SUN;NO;-2.97;2.35;47.9
2019;1;20;7;SUN;NO;-2.82;2.29;45.2
2019;1;20;8;SUN;NO;-2.88;3.52;57
2019;1;20;9;SUN;NO;-3.1;17.29;55.1
2019;1;20;10;SUN;NO;-3.15;62.72;61.8
2019;1;20;11;SUN;NO;-3.11;94.73;58.3
2019;1;20;12;SUN;NO;-3.19;91.81;53.1
2019;1;20;13;SUN;NO;-3.3;113.08;53.6
2019;1;20;14;SUN;NO;-3.89;113.79;66.3
2019;1;20;15;SUN;NO;-5.31;36.67;60.8
2019;1;20;16;SUN;NO;-6.15;1.73;67.9
2019;1;20;17;SUN;NO;-6.67;0.99;65.8
2019;1;20;18;SUN;NO;-7.04;0.87;69.3
2019;1;20;19;SUN;NO;-7.6;0.11;64.2
2019;1;20;20;SUN;NO;-8.12;0.78;66.8
2019;1;20;21;SUN;NO;-7.52;0.88;74.3
2019;1;20;22;SUN;NO;-7.13;1.29;57.5
2019;1;20;23;SUN;NO;-8.03;2.28;60.4
2019;1;21;0;MON;NO;-8.33;2.46;64.4
2019;1;21;1;MON;NO;-8.45;3.2;65.6
2019;1;21;2;MON;NO;-8.83;2.24;66.3
2019;1;21;3;MON;NO;-9.33;2.2;73.2
2019;1;21;4;MON;NO;-10.05;2.93;67.5
2019;1;21;5;MON;NO;-10.78;3.51;69.7
2019;1;21;6;MON;NO;-11.38;3.07;75.4
2019;1;21;7;MON;NO;-12.06;3.04;90.4
2019;1;21;8;MON;NO;-12.31;7.47;78
2019;1;21;9;MON;NO;-12.72;66.04;192.2
2019;1;21;10;MON;NO;-12.58;147.45;209.8
2019;1;21;11;MON;NO;-12.16;222.87;218.9
2019;1;21;12;MON;NO;-11.28;246.42;192.4
2019;1;21;13;MON;NO;-10.4;219.8;185.5
